User Input,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Top 3 returned FAQ with Confidence Scores,Associated URL
is 4g much slower compared to 5g,What's the difference between 4G and 5G?,What's the difference between 4G and 5G? ,Y,"{""What's the difference between 4G and 5G? "": 0.05011, 'What is 4G Calling (VoLTE)?  ': 0.02043, 'What is 5G? ': 0.01977}",https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
is 5g a lot faster than 4g,What's the difference between 4G and 5G?,What's the difference between 4G and 5G? ,Y,"{""What's the difference between 4G and 5G? "": 0.12515, 'What is 5G? ': 0.04969, 'What is 4G Calling (VoLTE)?  ': 0.01878}",https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
4g and 5g difference,What's the difference between 4G and 5G?,What is 5G? ,Y,"{'What is 5G? ': 0.03283, 'What is 4G Calling (VoLTE)?  ': 0.02852, ""What's the difference between 4G and 5G? "": 0.02473}",https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
What is message+,How does Message+ work?,What is 4G Calling (VoLTE)?  ,N,"{'What is 4G Calling (VoLTE)?  ': 0.01606, 'What is WiFi Calling? ': 0.01476, 'How do I check my voicemail? ': 0.01409}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
how do I use message+,How does Message+ work?,How do I check my voicemail? ,Y,"{'How do I check my voicemail? ': 0.02405, 'How does Message+ work? ': 0.01478, 'How do I manage call diverts? ': 0.0136}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
Is message+ free of charge,How does Message+ work?,I’m having problems with my phone battery ,N,"{'I’m having problems with my phone battery ': 0.028, 'How can I top up my phone or another number? ': 0.02253, 'How does Vodafone OneNumber work across my devices? ': 0.01915}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
what is message plus,How does Message+ work?,Where can I find more information about Pay as you go 1? ,N,"{'Where can I find more information about Pay as you go 1? ': 0.02599, 'I want to find help or information about VOXI ': 0.02499, 'What happens when my Big Value Bundle runs out? ': 0.02378}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
can i use message plus to send pictures,How does Message+ work?,How does Message+ work? ,Y,"{'How does Message+ work? ': 0.08408, 'How does Vodafone OneNumber work across my devices? ': 0.0308, 'How do I transfer content from one phone to another? ': 0.02141}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
i like to install message plus,How does Message+ work?,How does Message+ work? ,Y,"{'How does Message+ work? ': 0.03782, 'What happens when my Big Value Bundle runs out? ': 0.01518, 'How can I top up my phone or another number? ': 0.01242}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
i can't send messages on message+,How does Message+ work?,How does Message+ work? ,Y,"{'How does Message+ work? ': 0.04054, 'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.01357, 'What is 4G Calling (VoLTE)?  ': 0.01253}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
can my wife use message+ too?,How does Message+ work?,Why am I seeing the wrong number when using iMessage or FaceTime? ,N,"{'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.01509, 'How do I manage call diverts? ': 0.01367, 'What is 4G Calling (VoLTE)?  ': 0.01353}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
how do i install message+,How does Message+ work?,How does Message+ work? ,Y,"{'How does Message+ work? ': 0.08428, 'Can I use my own router with Vodafone broadband? ': 0.01353, 'What do the lights mean on my router? ': 0.01344}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
How does message+ work,How does Message+ work?,How do I check my voicemail? ,Y,"{'How do I check my voicemail? ': 0.02496, 'How does Message+ work? ': 0.01504, 'How do I hide my own telephone number when I make calls? ': 0.0113}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
Is message plus free,How does Message+ work?,What happens when my Big Value Bundle runs out? ,N,"{'What happens when my Big Value Bundle runs out? ': 0.02067, 'Where can I find more information about Pay as you go 1? ': 0.01969, 'I want to find help or information about VOXI ': 0.01967}",https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
Hide my number,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.0329, 'How do I set up WiFi Calling? ': 0.01938, 'What is WiFi Calling? ': 0.01927}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
how do i make an anonymous call,How do I hide my own telephone number when I make calls?,How does Vodafone OneNumber work across my devices? ,N,"{'How does Vodafone OneNumber work across my devices? ': 0.02448, 'How do I set up conference calling? ': 0.02377, 'What is 4G Calling (VoLTE)?  ': 0.01973}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
hide caller ID,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.09887, 'How do I set up WiFi Calling? ': 0.01645, 'What is WiFi Calling? ': 0.01645}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I want to make an unknown call,How do I hide my own telephone number when I make calls?,Is it Vodafone calling? ,N,"{'Is it Vodafone calling? ': 0.01733, 'How do I stop nuisance calls or spam texts? ': 0.01726, ""I think I've been a victim of fraud "": 0.01724}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
how do I hide my number when calling out,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.05325, 'How do I set up WiFi Calling? ': 0.01672, 'What is WiFi Calling? ': 0.01667}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
i don't my number shown when calling,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.03948, 'How do I get my IMEI number? ': 0.0369, 'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.02089}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
hid my number when making calls,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.0434, 'Is it Vodafone calling? ': 0.01827, 'How do I set up conference calling? ': 0.01735}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
hide caller identity,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.11395, 'How do I set up WiFi Calling? ': 0.01536, 'What is WiFi Calling? ': 0.01536}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I can't hide my phone number,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.03871, ""What's my phone number? "": 0.02101, 'How do I get my IMEI number? ': 0.01703}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I need to make unknown calls,How do I hide my own telephone number when I make calls?,How does Vodafone OneNumber work across my devices? ,N,"{'How does Vodafone OneNumber work across my devices? ': 0.02048, 'What is 4G Calling (VoLTE)?  ': 0.01698, 'Where can I call with Vodafone International? ': 0.01532}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
could you tell me how to hide my mobile number please,How do I hide my own telephone number when I make calls?,How do I hide my own telephone number when I make calls? ,Y,"{'How do I hide my own telephone number when I make calls? ': 0.02912, 'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.01479, 'What is WiFi Calling? ': 0.01448}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I don't want the other person see my mobile number when i call them,How do I hide my own telephone number when I make calls?,Why am I seeing the wrong number when using iMessage or FaceTime? ,Y,"{'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.01926, 'How do I set up WiFi Calling? ': 0.01671, 'How do I hide my own telephone number when I make calls? ': 0.0167}",https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
what is device care,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.02052, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01987, 'I’m having problems with my phone battery ': 0.01954}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
"i currently have device care in my plan, what does this give me?",What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.05662, ""What's the difference between 4G and 5G? "": 0.02229, 'Can I get mobile network status alerts? ': 0.01824}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
 what is device care included in the plan,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.07549, 'Can I get mobile network status alerts? ': 0.02666, 'How do I switch off data on my phone? ': 0.01531}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
i have device care and need to get my screen fixed,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.0245, 'How do I get my IMEI number? ': 0.01237, 'How do I get proof of purchase? ': 0.012}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
what does device care cover?   ,What is Device Care and how can I book an appointment?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.01844, 'What is Device Care and how can I book an appointment? ': 0.01696, 'How much will it cost to repair my device? ': 0.01314}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
where i can find device care?,What is Device Care and how can I book an appointment?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.04032, 'What is Device Care and how can I book an appointment? ': 0.02354, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.02117}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
device care appointment,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.02708, 'I’m having problems with my phone battery ': 0.02002, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01958}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Book an appointment for device care,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.04401, 'I’m having problems with my phone battery ': 0.0229, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.02195}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Can i go to my local store in leeds for device care check,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.03158, 'Will the Royal Mail strikes delay orders and returns?  ': 0.02264, 'Can I collect my order from a Vodafone store? ': 0.02102}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
I need device care for my battery,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.07299, 'I’m having problems with my phone battery ': 0.02388, 'How can I track my repair? ': 0.01695}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
can someone check my battery in store,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.05151, 'I’m having problems with my phone battery ': 0.03609, 'Can I collect my order from a Vodafone store? ': 0.0224}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
how do i get device care,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.04415, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.02836, 'I’m having problems with my phone battery ': 0.02834}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
is it free to book an appointment for device care,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.02264, 'I’m having problems with my phone battery ': 0.02146, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01989}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
how much does  it cost to book an appointment for device care,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.02115, 'I have a question about my insurance ': 0.01505, 'How do I make a claim on my insurance? ': 0.01467}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Device care question,What is Device Care and how can I book an appointment?,How can I track my repair? ,N,"{'How can I track my repair? ': 0.03379, 'How much will it cost to repair my device? ': 0.03354, 'How do I make a claim on my insurance? ': 0.03332}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
do I have to pay for device care,What is Device Care and how can I book an appointment?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.04352, 'How much will it cost to repair my device? ': 0.02214, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01937}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Can i book an apppointment for device care,What is Device Care and how can I book an appointment?,How do I use the Unlimited Data Booster on my Xtra Plan? ,Y,"{'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.03113, 'I’m having problems with my phone battery ': 0.0311, 'What is Device Care and how can I book an appointment? ': 0.02806}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
What is my mobile number,What's my phone number?,What's my phone number? ,Y,"{""What's my phone number? "": 0.03928, 'I want to cancel the insurance for my device ': 0.03637, 'Can I get Visual Voicemail? ': 0.02041}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
confirm what my number is,What's my phone number?,What's my phone number? ,Y,"{""What's my phone number? "": 0.02439, 'How do I find my SIM number or EID? ': 0.01544, 'How do I get my IMEI number? ': 0.0151}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
Where do I find my mobile number,What's my phone number?,What's my phone number? ,Y,"{""What's my phone number? "": 0.05233, 'How do I find my SIM number or EID? ': 0.03417, 'I want to cancel the insurance for my device ': 0.01997}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
Can you confirm my new mobile number,What's my phone number?,How do I change the length of time before a call goes to voicemail? ,N,"{'How do I change the length of time before a call goes to voicemail? ': 0.0207, 'How can I top up my phone or another number? ': 0.01423, 'What happens if I delete my eSIM? ': 0.01262}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
I need my new mobile number,What's my phone number?,How do I change the length of time before a call goes to voicemail? ,N,"{'How do I change the length of time before a call goes to voicemail? ': 0.01418, 'How can I top up my phone or another number? ': 0.01363, 'I don’t have a SIM card, can I still move to eSIM? ': 0.01297}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
What's my number,What's my phone number?,What's my phone number? ,Y,"{""What's my phone number? "": 0.0425, 'How do I get my IMEI number? ': 0.02638, 'How do I find my SIM number or EID? ': 0.02486}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
send me my new number,What's my phone number?,I want to cancel the insurance for my device ,N,"{'I want to cancel the insurance for my device ': 0.02071, 'What happens on the day my number moves to Vodafone? ': 0.01549, 'How do I transfer content from one phone to another? ': 0.01321}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
I can't find my new number,What's my phone number?,"I don’t have a SIM card, can I still move to eSIM? ",N,"{'I don’t have a SIM card, can I still move to eSIM? ': 0.01852, 'What happens if I delete my eSIM? ': 0.01845, 'How do I find my SIM number or EID? ': 0.01832}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
what's my mobile number,What's my phone number?,What's my phone number? ,Y,"{""What's my phone number? "": 0.03521, 'I want to cancel the insurance for my device ': 0.03354, 'Can I get Visual Voicemail? ': 0.01878}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
What's my contact number,What's my phone number?,Where's my nearest store?  ,N,"{""Where's my nearest store?  "": 0.01596, 'How does Vodafone OneNumber work across my devices? ': 0.01335, 'Can I recover a deleted voicemail? ': 0.01022}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
What is my cell number,What's my phone number?,What's my phone number? ,Y,"{""What's my phone number? "": 0.03416, 'How do I find my SIM number or EID? ': 0.02202, 'How do I hide my own telephone number when I make calls? ': 0.0217}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
What's my mobile phone number,What's my phone number?,What's my phone number? ,Y,"{""What's my phone number? "": 0.03727, 'I want to cancel the insurance for my device ': 0.03054, 'Can I get Visual Voicemail? ': 0.02025}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
can i please have my new mobile number confirmed ,What's my phone number?,How do I change the length of time before a call goes to voicemail? ,N,"{'How do I change the length of time before a call goes to voicemail? ': 0.01793, 'What happens if I delete my eSIM? ': 0.01036, 'Why have I been declined for a credit agreement? ': 0.00912}",https://support.vodafone.co.uk/Account/My-details/1456844352/What-s-my-phone-number.htm
I need to tranfer my data to new device,How do I transfer content from one phone to another?,How do I transfer content from one phone to another? ,Y,"{'How do I transfer content from one phone to another? ': 0.01848, 'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.0131, 'What’s Guest WiFi and how can I manage it? ': 0.01306}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
How do I tranfer my pictures to my new phone,How do I transfer content from one phone to another?,How does Message+ work? ,Y,"{'How does Message+ work? ': 0.0555, 'How do I transfer content from one phone to another? ': 0.04734, 'How do I set up a mobile hotspot on my device? ': 0.02073}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
I got a new phone and like to keep all my old files,How do I transfer content from one phone to another?,How do I transfer content from one phone to another? ,Y,"{'How do I transfer content from one phone to another? ': 0.01946, 'What happens to my Extras, insurance, benefits and discounts when I upgrade? ': 0.01129, 'What happens on the day my number moves to Vodafone? ': 0.01026}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
I'm moving from Apple to samsung and need to keep my pictures,How do I transfer content from one phone to another?,How do I set up a mobile hotspot on my device? ,Y,"{'How do I set up a mobile hotspot on my device? ': 0.01624, 'How does Message+ work? ': 0.01592, 'How do I transfer content from one phone to another? ': 0.01387}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
How do I transfer my data from samsung to apple,How do I transfer content from one phone to another?,How do I set up a mobile hotspot on my device? ,Y,"{'How do I set up a mobile hotspot on my device? ': 0.02635, 'How do I transfer content from one phone to another? ': 0.02028, 'What happens if I delete my eSIM? ': 0.01757}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
Could you move all my data to new phone,How do I transfer content from one phone to another?,How do I set up a mobile hotspot on my device? ,N,"{'How do I set up a mobile hotspot on my device? ': 0.02699, 'What happens to my Extras, insurance, benefits and discounts when I upgrade? ': 0.01515, 'What is 4G Calling (VoLTE)?  ': 0.01478}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
Keep all my data on new phone,How do I transfer content from one phone to another?,How do I switch off data on my phone? ,N,"{'How do I switch off data on my phone? ': 0.02917, 'What is 4G Calling (VoLTE)?  ': 0.01503, 'What happens on the day my number moves to Vodafone? ': 0.01313}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
I bought a new mobile and like to transfer my old pictures,How do I transfer content from one phone to another?,How do I transfer content from one phone to another? ,Y,"{'How do I transfer content from one phone to another? ': 0.02327, 'How does Message+ work? ': 0.0204, 'How do I set up a mobile hotspot on my device? ': 0.01092}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
can i keep all my data and files on this new phone,How do I transfer content from one phone to another?,How do I switch off data on my phone? ,N,"{'How do I switch off data on my phone? ': 0.02351, 'What is 4G Calling (VoLTE)?  ': 0.01407, 'What is Device Care and how can I book an appointment? ': 0.01285}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
Transfer files to new phone,How do I transfer content from one phone to another?,How do I transfer content from one phone to another? ,Y,"{'How do I transfer content from one phone to another? ': 0.03962, 'How do I set up a mobile hotspot on my device? ': 0.03219, 'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.0116}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
Bring my pictures to new device,How do I transfer content from one phone to another?,How does Message+ work? ,Y,"{'How does Message+ work? ': 0.02716, 'How do I transfer content from one phone to another? ': 0.02388, 'Can I collect my order from a Vodafone store? ': 0.02294}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
Got a a new phone and like to transfer my old files,How do I transfer content from one phone to another?,How do I transfer content from one phone to another? ,Y,"{'How do I transfer content from one phone to another? ': 0.02646, 'How do I set up a mobile hotspot on my device? ': 0.02422, 'What happens to my Extras, insurance, benefits and discounts when I upgrade? ': 0.01119}",https://support.vodafone.co.uk/Phones-devices/Device-help/1456906882/How-do-I-transfer-content-from-one-phone-to-another.htm
What is payg 1,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.03921, 'I want to find help or information about VOXI ': 0.01308, 'How do I set up conference calling? ': 0.00771}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
pay as you go one,Where can I find more information about Pay as you go 1?,Who can get VeryMe Rewards? ,Y,"{'Who can get VeryMe Rewards? ': 0.09212, 'Where can I find more information about Pay as you go 1? ': 0.05156, 'I want to find help or information about VOXI ': 0.02404}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
I want to get pay as you go 1 with you,Where can I find more information about Pay as you go 1?,Who can get VeryMe Rewards? ,Y,"{'Who can get VeryMe Rewards? ': 0.03159, 'Where can I find more information about Pay as you go 1? ': 0.02909, 'I want to find help or information about VOXI ': 0.0243}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
find out more about pay as you go one plans,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.05156, 'I want to find help or information about VOXI ': 0.01542, 'What happens when my Big Value Bundle runs out? ': 0.01428}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
what is pay as you go 1,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.03709, 'Who can get VeryMe Rewards? ': 0.02724, 'How can I top up my phone or another number? ': 0.01922}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
Tell me more about payg1 plans,Where can I find more information about Pay as you go 1?,"What happens to my Extras, insurance, benefits and discounts when I upgrade? ",N,"{'What happens to my Extras, insurance, benefits and discounts when I upgrade? ': 0.01149, 'I’m having problems with my phone battery ': 0.01026, 'Is it Vodafone calling? ': 0.00761}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
What is a pay as you go one plan,Where can I find more information about Pay as you go 1?,How can I top up my phone or another number? ,Y,"{'How can I top up my phone or another number? ': 0.01835, 'I want to find help or information about VOXI ': 0.01776, 'Where can I find more information about Pay as you go 1? ': 0.01764}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
How much data i get with a pay as you go 1 plan,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.24871, 'How do I switch off data on my phone? ': 0.02487, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01548}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
How many minutes I get with pay as you go 1 plan,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.22, 'How do I manage call diverts? ': 0.01878, 'How do I check my voicemail? ': 0.01708}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
